country,country_code,country_code_2_digit,country_code_3_digit,cases_Count,deaths_Count,population,source,reported_date
Bulgaria,BGR,BG,BGR,0,0,7000039,"Epidemic intelligence, national daily data",2020-02-18
Albania,ALB,AL,ALB,0,0,2862427,"Epidemic intelligence, national daily data",2020-01-20
Armenia,ARM,AM,ARM,7,0,2963234,"Epidemic intelligence, national daily data",2020-03-14
Azerbaijan,AZE,AZ,AZE,329,7,10139175,"Epidemic intelligence, national daily data",2020-06-18
Czechia,CZE,CZ,CZE,36,0,10649800,"Epidemic intelligence, national daily data",2020-05-28
Croatia,HRV,HR,HRV,2,0,4076246,"Epidemic intelligence, national daily data",2020-06-16
Faroes,FRO,,,4,0,48865,"Epidemic intelligence, national daily data",2020-04-03
Moldova,MDA,MD,MDA,0,0,4033963,"Epidemic intelligence, national daily data",2020-03-07
Lithuania,LTU,LT,LTU,31,1,2794184,"Epidemic intelligence, national daily data",2020-04-30
Hungary,HUN,HU,HUN,718,1,9772756,"Epidemic intelligence, national daily data",2020-09-12
Iceland,ISL,IS,ISL,0,0,356991,"Epidemic intelligence, national daily data",2020-02-07
Luxembourg,LUX,LU,LUX,11,4,613894,"Epidemic intelligence, national daily data",2020-04-13
Iceland,ISL,IS,ISL,0,0,356991,"Epidemic intelligence, national daily data",2020-01-03
Iceland,ISL,IS,ISL,0,0,356991,"Epidemic intelligence, national daily data",2020-05-18
Ireland,IRL,IE,IRL,6,4,4904240,"Epidemic intelligence, national daily data",2020-06-09
Moldova,MDA,MD,MDA,68,6,4033963,"Epidemic intelligence, national daily data",2020-05-12
Kosovo,RKS,,,87,1,1798506,"Epidemic intelligence, national daily data",2020-06-29
Montenegro,MNE,ME,MNE,60,0,622182,"Epidemic intelligence, national daily data",2020-07-16
Georgia,GEO,GE,GEO,8,1,3989175,"Epidemic intelligence, national daily data",2020-05-09
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-07-22
Greece,GRC,EL,GRC,667,8,10724599,"Epidemic intelligence, national daily data",2020-10-21
Georgia,GEO,GE,GEO,8,0,3989175,"Epidemic intelligence, national daily data",2020-05-30
Guernsey,GGY,GG,GGY,15,1,64468,"Epidemic intelligence, national daily data",2020-04-09
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-09-25
Jersey,JEY,JE,JEY,2,1,107796,"Epidemic intelligence, national daily data",2020-04-30
Faroes,FRO,,,3,0,48865,"Epidemic intelligence, national daily data",2020-07-20
Latvia,LVA,LV,LVA,9,0,1919968,"Epidemic intelligence, national daily data",2020-04-16
Hungary,HUN,HU,HUN,24,2,9772756,"Epidemic intelligence, national daily data",2020-08-08
Montenegro,MNE,ME,MNE,0,0,622182,"Epidemic intelligence, national daily data",2020-06-11
Latvia,LVA,LV,LVA,9,0,1919968,"Epidemic intelligence, national daily data",2020-04-07
Ireland,IRL,IE,IRL,0,0,4904240,"Epidemic intelligence, national daily data",2020-03-03
Greece,GRC,EL,GRC,20,0,10724599,"Epidemic intelligence, national daily data",2020-06-12
Luxembourg,LUX,LU,LUX,0,0,613894,"Epidemic intelligence, national daily data",2020-01-24
Italy,ITA,IT,ITA,516,87,60359546,"Epidemic intelligence, national daily data",2020-05-30
Luxembourg,LUX,LU,LUX,6,0,613894,"Epidemic intelligence, national daily data",2020-06-21
Jersey,JEY,JE,JEY,3,0,107796,"Epidemic intelligence, national daily data",2020-08-15
Montenegro,MNE,ME,MNE,0,0,622182,"Epidemic intelligence, national daily data",2020-03-10
Germany,DEU,DE,DEU,1209,147,83019213,"Epidemic intelligence, national daily data",2020-05-08
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-05-18
Georgia,GEO,GE,GEO,3869,18,3989175,"Epidemic intelligence, national daily data",2020-10-25
Guernsey,GGY,GG,GGY,0,0,64468,"Epidemic intelligence, national daily data",2020-02-07
Faroes,FRO,,,1,0,48865,"Epidemic intelligence, national daily data",2020-08-18
Greece,GRC,EL,GRC,0,0,10724599,"Epidemic intelligence, national daily data",2020-01-18
Netherlands,NLD,NL,NLD,811,63,17282163,"Epidemic intelligence, national daily data",2020-03-25
Finland,FIN,FI,FIN,11,0,5517919,"Epidemic intelligence, national daily data",2020-08-02
Monaco,MCO,MC,MCO,0,0,33085,"Epidemic intelligence, national daily data",2020-01-27
Finland,FIN,FI,FIN,178,0,5517919,"Epidemic intelligence, national daily data",2020-10-25
Jersey,JEY,JE,JEY,0,0,107796,"Epidemic intelligence, national daily data",2020-01-08
Malta,MLT,MT,MLT,3,0,493559,"Epidemic intelligence, national daily data",2020-06-06
Iceland,ISL,IS,ISL,1,0,356991,"Epidemic intelligence, national daily data",2020-04-26
Malta,MLT,MT,MLT,1,0,493559,"Epidemic intelligence, national daily data",2020-04-20
Iceland,ISL,IS,ISL,9,0,356991,"Epidemic intelligence, national daily data",2020-04-15
Poland,POL,PL,POL,319,6,37972812,"Epidemic intelligence, national daily data",2020-06-28
Poland,POL,PL,POL,267,12,37972812,"Epidemic intelligence, national daily data",2020-07-15
Romania,ROU,RO,ROU,1527,48,19414458,"Epidemic intelligence, national daily data",2020-09-19
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-08-23
United Kingdom,GBR,UK,GBR,1102,110,66647112,"Epidemic intelligence, national daily data",2020-06-18
Norway,NOR,NO,NOR,0,0,5328212,"Epidemic intelligence, national daily data",2020-08-16
Ukraine,UKR,UA,UKR,847,21,43733759,"Epidemic intelligence, national daily data",2020-07-19
San Marino,SMR,SM,SMR,5,0,34453,"Epidemic intelligence, national daily data",2020-09-01
Slovakia,SVK,SK,SVK,19,0,5450421,"Epidemic intelligence, national daily data",2020-07-16
Romania,ROU,RO,ROU,637,30,19414458,"Epidemic intelligence, national daily data",2020-07-15
Spain,ESP,ES,ESP,1706,152,46937060,"Epidemic intelligence, national daily data",2020-03-16
Switzerland,CHE,CH,CHE,28,6,8544527,"Epidemic intelligence, national daily data",2020-05-06
North Macedonia,MKD,MK,MKD,126,5,2077132,"Epidemic intelligence, national daily data",2020-08-27
San Marino,SMR,SM,SMR,2,0,34453,"Epidemic intelligence, national daily data",2020-06-23
Ukraine,UKR,UA,UKR,0,0,43733759,"Epidemic intelligence, national daily data",2020-02-12
Spain,ESP,ES,ESP,0,0,46937060,"Epidemic intelligence, national daily data",2020-07-11
Sweden,SWE,SE,SWE,416,45,10230185,"Epidemic intelligence, national daily data",2020-03-31
Slovakia,SVK,SK,SVK,131,0,5450421,"Epidemic intelligence, national daily data",2020-09-21
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-08-17
Armenia,ARM,AM,ARM,535,18,2963234,"Epidemic intelligence, national daily data",2020-07-08
Albania,ALB,AL,ALB,21,0,2862427,"Epidemic intelligence, national daily data",2020-04-14
Cyprus,CYP,CY,CYP,2,0,875899,"Epidemic intelligence, national daily data",2020-05-09
Austria,AUT,AT,AUT,308,1,8858775,"Epidemic intelligence, national daily data",2020-08-25
Estonia,EST,EE,EST,13,0,1324820,"Epidemic intelligence, national daily data",2020-08-01
Austria,AUT,AT,AUT,25,0,8858775,"Epidemic intelligence, national daily data",2020-03-08
Azerbaijan,AZE,AZ,AZE,38,1,10139175,"Epidemic intelligence, national daily data",2020-05-01
Denmark,DNK,DK,DNK,0,0,5806081,"Epidemic intelligence, national daily data",2020-02-13
Albania,ALB,AL,ALB,21,0,2862427,"Epidemic intelligence, national daily data",2020-04-18
Estonia,EST,EE,EST,0,0,1324820,"Epidemic intelligence, national daily data",2020-06-22
Belgium,BEL,BE,BEL,7734,23,11455519,"Epidemic intelligence, national daily data",2020-10-18
Denmark,DNK,DK,DNK,135,6,5806081,"Epidemic intelligence, national daily data",2020-05-09
Belgium,BEL,BE,BEL,769,4,11455519,"Epidemic intelligence, national daily data",2020-08-07
Andorra,AND,AD,AND,0,0,76177,"Epidemic intelligence, national daily data",2020-01-19
Estonia,EST,EE,EST,1,0,1324820,"Epidemic intelligence, national daily data",2020-07-16
Monaco,MCO,MC,MCO,0,0,33085,"Epidemic intelligence, national daily data",2020-02-07
France,FRA,FR,FRA,12845,63,67012883,"Epidemic intelligence, national daily data",2020-10-01
Monaco,MCO,MC,MCO,0,0,33085,"Epidemic intelligence, national daily data",2020-04-29
Greece,GRC,EL,GRC,95,6,10724599,"Epidemic intelligence, national daily data",2020-03-30
Iceland,ISL,IS,ISL,20,0,356991,"Epidemic intelligence, national daily data",2020-08-08
Liechtenstein,LIE,LI,LIE,1,0,38378,"Epidemic intelligence, national daily data",2020-03-25
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-03-12
Monaco,MCO,MC,MCO,2,0,33085,"Epidemic intelligence, national daily data",2020-09-02
Jersey,JEY,JE,JEY,0,2,107796,"Epidemic intelligence, national daily data",2020-04-16
Luxembourg,LUX,LU,LUX,0,0,613894,"Epidemic intelligence, national daily data",2020-01-30
Georgia,GEO,GE,GEO,15,0,3989175,"Epidemic intelligence, national daily data",2020-08-05
Gibraltar,GIB,GI,GIB,0,0,33691,"Epidemic intelligence, national daily data",2020-01-30
Hungary,HUN,HU,HUN,54,1,9772756,"Epidemic intelligence, national daily data",2020-08-18
Malta,MLT,MT,MLT,1,0,493559,"Epidemic intelligence, national daily data",2020-03-07
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-06-10
Isle of Man,IMN,,,0,0,85032,"Epidemic intelligence, national daily data",2020-02-24
Faroes,FRO,,,26,0,48865,"Epidemic intelligence, national daily data",2020-08-25
Latvia,LVA,LV,LVA,0,0,1919968,"Epidemic intelligence, national daily data",2020-01-02
Italy,ITA,IT,ITA,5986,625,60359546,"Epidemic intelligence, national daily data",2020-03-21
Lithuania,LTU,LT,LTU,0,0,2794184,"Epidemic intelligence, national daily data",2020-01-15
Moldova,MDA,MD,MDA,12,0,4033963,"Epidemic intelligence, national daily data",2020-03-15
Ireland,IRL,IE,IRL,219,17,4904240,"Epidemic intelligence, national daily data",2020-05-10
Greece,GRC,EL,GRC,302,2,10724599,"Epidemic intelligence, national daily data",2020-09-13
Guernsey,GGY,GG,GGY,0,0,64468,"Epidemic intelligence, national daily data",2020-01-28
Kosovo,RKS,,,76,6,1798506,"Epidemic intelligence, national daily data",2020-09-10
Ireland,IRL,IE,IRL,54,0,4904240,"Epidemic intelligence, national daily data",2020-03-17
Ireland,IRL,IE,IRL,102,0,4904240,"Epidemic intelligence, national daily data",2020-09-08
Luxembourg,LUX,LU,LUX,0,0,613894,"Epidemic intelligence, national daily data",2020-02-26
Germany,DEU,DE,DEU,362,47,83019213,"Epidemic intelligence, national daily data",2020-05-27
Iceland,ISL,IS,ISL,0,0,356991,"Epidemic intelligence, national daily data",2020-02-23
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-05-18
Guernsey,GGY,GG,GGY,0,0,64468,"Epidemic intelligence, national daily data",2020-09-12
Finland,FIN,FI,FIN,0,0,5517919,"Epidemic intelligence, national daily data",2020-01-28
Kosovo,RKS,,,27,0,1798506,"Epidemic intelligence, national daily data",2020-06-02
Russia,RUS,RU,RUS,0,0,145934460,"Epidemic intelligence, national daily data",2020-02-16
Switzerland,CHE,CH,CHE,110,1,8544527,"Epidemic intelligence, national daily data",2020-07-27
Portugal,PRT,PT,PRT,252,5,10276617,"Epidemic intelligence, national daily data",2020-07-23
Romania,ROU,RO,ROU,0,0,19414458,"Epidemic intelligence, national daily data",2020-10-05
North Macedonia,MKD,MK,MKD,18,0,2077132,"Epidemic intelligence, national daily data",2020-03-28
Slovenia,SVN,SI,SVN,0,0,2080908,"Epidemic intelligence, national daily data",2020-05-27
Sweden,SWE,SE,SWE,57,3,10230185,"Epidemic intelligence, national daily data",2020-08-24
Slovenia,SVN,SI,SVN,0,0,2080908,"Epidemic intelligence, national daily data",2020-01-07
Russia,RUS,RU,RUS,6509,176,145934460,"Epidemic intelligence, national daily data",2020-07-10
Romania,ROU,RO,ROU,193,9,19414458,"Epidemic intelligence, national daily data",2020-04-07
Turkey,TUR,TR,TUR,1185,15,82003882,"Epidemic intelligence, national daily data",2020-08-08
Romania,ROU,RO,ROU,4026,75,19414458,"Epidemic intelligence, national daily data",2020-10-17
Russia,RUS,RU,RUS,0,0,145934460,"Epidemic intelligence, national daily data",2020-01-26
Norway,NOR,NO,NOR,90,0,5328212,"Epidemic intelligence, national daily data",2020-09-30
Romania,ROU,RO,ROU,321,16,19414458,"Epidemic intelligence, national daily data",2020-06-25
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-05-19
North Macedonia,MKD,MK,MKD,112,8,2077132,"Epidemic intelligence, national daily data",2020-09-30
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-09-28
Turkey,TUR,TR,TUR,1141,32,82003882,"Epidemic intelligence, national daily data",2020-05-25
Turkey,TUR,TR,TUR,0,0,82003882,"Epidemic intelligence, national daily data",2020-02-09
Poland,POL,PL,POL,0,0,37972812,"Epidemic intelligence, national daily data",2020-01-18
North Macedonia,MKD,MK,MKD,0,0,2077132,"Epidemic intelligence, national daily data",2020-01-12
Slovakia,SVK,SK,SVK,47,0,5450421,"Epidemic intelligence, national daily data",2020-08-17
the Holy See/ Vatican City State,VAT,VA,VAT,0,0,809,"Epidemic intelligence, national daily data",2020-02-16
Switzerland,CHE,CH,CHE,200,1,8544527,"Epidemic intelligence, national daily data",2020-08-17
Romania,ROU,RO,ROU,0,0,19414458,"Epidemic intelligence, national daily data",2020-02-26
Ukraine,UKR,UA,UKR,2141,30,43733759,"Epidemic intelligence, national daily data",2020-09-01
Portugal,PRT,PT,PRT,311,6,10276617,"Epidemic intelligence, national daily data",2020-06-26
Russia,RUS,RU,RUS,0,0,145934460,"Epidemic intelligence, national daily data",2020-02-21
Ukraine,UKR,UA,UKR,0,0,43733759,"Epidemic intelligence, national daily data",2020-03-08
Cyprus,CYP,CY,CYP,0,0,875899,"Epidemic intelligence, national daily data",2020-06-21
Bulgaria,BGR,BG,BGR,330,8,7000039,"Epidemic intelligence, national daily data",2020-07-23
Bulgaria,BGR,BG,BGR,151,8,7000039,"Epidemic intelligence, national daily data",2020-08-20
Croatia,HRV,HR,HRV,311,4,4076246,"Epidemic intelligence, national daily data",2020-09-03
Armenia,ARM,AM,ARM,0,0,2963234,"Epidemic intelligence, national daily data",2020-01-15
Czechia,CZE,CZ,CZE,217,0,10649800,"Epidemic intelligence, national daily data",2020-03-28
Andorra,AND,AD,AND,0,0,76177,"Epidemic intelligence, national daily data",2020-07-06
Belgium,BEL,BE,BEL,871,3,11455519,"Epidemic intelligence, national daily data",2020-09-09
Belgium,BEL,BE,BEL,0,0,11455519,"Epidemic intelligence, national daily data",2020-02-27
Estonia,EST,EE,EST,8,0,1324820,"Epidemic intelligence, national daily data",2020-05-06
Austria,AUT,AT,AUT,0,0,8858775,"Epidemic intelligence, national daily data",2020-02-06
Croatia,HRV,HR,HRV,219,2,4076246,"Epidemic intelligence, national daily data",2020-08-26
Belarus,BLR,BY,BLR,97,3,9449321,"Epidemic intelligence, national daily data",2020-08-13
Belgium,BEL,BE,BEL,476,65,11455519,"Epidemic intelligence, national daily data",2020-05-12
Estonia,EST,EE,EST,2,0,1324820,"Epidemic intelligence, national daily data",2020-07-24
Belarus,BLR,BY,BLR,877,2,9449321,"Epidemic intelligence, national daily data",2020-05-04
Belgium,BEL,BE,BEL,19,0,11455519,"Epidemic intelligence, national daily data",2020-03-03
Bosnia and Herzegovina,BIH,BA,BIH,86,4,3280815,"Epidemic intelligence, national daily data",2020-04-08
Denmark,DNK,DK,DNK,0,0,5806081,"Epidemic intelligence, national daily data",2020-01-18
Jersey,JEY,JE,JEY,0,0,107796,"Epidemic intelligence, national daily data",2020-01-05
Georgia,GEO,GE,GEO,508,5,3989175,"Epidemic intelligence, national daily data",2020-10-08
Latvia,LVA,LV,LVA,41,0,1919968,"Epidemic intelligence, national daily data",2020-03-24
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-02-08
Kosovo,RKS,,,12,0,1798506,"Epidemic intelligence, national daily data",2020-04-29
Germany,DEU,DE,DEU,1821,10,83019213,"Epidemic intelligence, national daily data",2020-09-22
Jersey,JEY,JE,JEY,0,0,107796,"Epidemic intelligence, national daily data",2020-10-04
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-07-03
Malta,MLT,MT,MLT,0,0,493559,"Epidemic intelligence, national daily data",2020-01-06
Hungary,HUN,HU,HUN,9,1,9772756,"Epidemic intelligence, national daily data",2020-07-03
Isle of Man,IMN,,,0,0,85032,"Epidemic intelligence, national daily data",2020-04-26
Ireland,IRL,IE,IRL,785,7,4904240,"Epidemic intelligence, national daily data",2020-10-24
Moldova,MDA,MD,MDA,0,0,4033963,"Epidemic intelligence, national daily data",2020-03-05
Iceland,ISL,IS,ISL,0,0,356991,"Epidemic intelligence, national daily data",2020-06-15
Montenegro,MNE,ME,MNE,0,0,622182,"Epidemic intelligence, national daily data",2020-02-22
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-05-22
Gibraltar,GIB,GI,GIB,0,0,33691,"Epidemic intelligence, national daily data",2020-05-04
Jersey,JEY,JE,JEY,0,0,107796,"Epidemic intelligence, national daily data",2020-07-06
Latvia,LVA,LV,LVA,5,0,1919968,"Epidemic intelligence, national daily data",2020-09-13
Guernsey,GGY,GG,GGY,0,0,64468,"Epidemic intelligence, national daily data",2020-10-14
Jersey,JEY,JE,JEY,0,0,107796,"Epidemic intelligence, national daily data",2020-02-27
France,FRA,FR,FRA,0,0,67012883,"Epidemic intelligence, national daily data",2020-01-16
Lithuania,LTU,LT,LTU,0,0,2794184,"Epidemic intelligence, national daily data",2020-01-27
Moldova,MDA,MD,MDA,0,0,4033963,"Epidemic intelligence, national daily data",2020-02-19
Latvia,LVA,LV,LVA,0,0,1919968,"Epidemic intelligence, national daily data",2020-06-26
Monaco,MCO,MC,MCO,0,0,33085,"Epidemic intelligence, national daily data",2020-05-03
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-02-14
Luxembourg,LUX,LU,LUX,0,0,613894,"Epidemic intelligence, national daily data",2020-07-16
Montenegro,MNE,ME,MNE,21,1,622182,"Epidemic intelligence, national daily data",2020-04-03
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-05-05
Faroes,FRO,,,2,0,48865,"Epidemic intelligence, national daily data",2020-04-07
Faroes,FRO,,,1,0,48865,"Epidemic intelligence, national daily data",2020-07-08
Iceland,ISL,IS,ISL,0,0,356991,"Epidemic intelligence, national daily data",2020-02-09
Luxembourg,LUX,LU,LUX,662,2,613894,"Epidemic intelligence, national daily data",2020-10-23
Isle of Man,IMN,,,0,0,85032,"Epidemic intelligence, national daily data",2020-07-28
United Kingdom,GBR,UK,GBR,3682,647,66647112,"Epidemic intelligence, national daily data",2020-05-07
Sweden,SWE,SE,SWE,633,1,10230185,"Epidemic intelligence, national daily data",2020-10-02
Switzerland,CHE,CH,CHE,0,0,8544527,"Epidemic intelligence, national daily data",2020-01-16
Switzerland,CHE,CH,CHE,30,1,8544527,"Epidemic intelligence, national daily data",2020-03-06
Spain,ESP,ES,ESP,2951,430,46937060,"Epidemic intelligence, national daily data",2020-04-21
Slovakia,SVK,SK,SVK,45,0,5450421,"Epidemic intelligence, national daily data",2020-08-02
